index,name,age,height,nationality,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
2417,Siriné Doucouré,21,1.93,France Mali,0.5,0.5,Attack - Centre-Forward,29,right,FC Lorient,2026-06-30,2022-09-01,,,Ligue1
2418,Maxime Dupé,30,1.88,France,2.0,2.0,Goalkeeper,30,right,Toulouse,2023-06-30,2020-07-01,SVF FOOT,,Ligue1
2419,Kjetil Haug,24,1.91,Norway,0.4,0.4,Goalkeeper,16,right,Toulouse,2026-06-30,2022-07-01,FA Sport,,Ligue1
2420,Thomas Himeur,22,1.87,France Algeria,0.15,0.15,Goalkeeper,1,,Toulouse,2024-06-30,2021-07-01,,,Ligue1
2421,Anthony Rouault,21,1.86,France,8.0,8.0,Defender - Centre-Back,4,right,Toulouse,2024-06-30,2019-07-01,One Team Management,,Ligue1
2422,Rasmus Nicolaisen,26,1.91,Denmark,5.0,5.0,Defender - Centre-Back,2,left,Toulouse,2025-06-30,2021-08-17,Boutique Transfers,,Ligue1
2423,Logan Costa,22,1.9,Cape Verde France,0.4,0.5,Defender - Centre-Back,14,right,Toulouse,2025-06-30,2021-08-20,,,Ligue1
2424,Kévin Keben,19,,Cameroon,0.4,0.4,Defender - Centre-Back,31,,Toulouse,2025-06-30,2022-07-01,CAA Stellar,,Ligue1
2425,Gabriel Suazo,25,1.78,Chile,2.0,2.0,Defender - Left-Back,15,left,Toulouse,2026-06-30,2023-01-16,Jason N. Pappe,,Ligue1
2426,Oliver Zandén,21,1.83,Sweden,1.2,1.2,Defender - Left-Back,18,,Toulouse,2026-06-30,2022-07-19,,,Ligue1
2427,Moussa Diarra,22,1.85,Mali France,0.8,0.8,Defender - Left-Back,23,left,Toulouse,2024-06-30,2019-07-01,,,Ligue1
2428,Mikkel Desler,28,1.84,Denmark,2.5,2.5,Defender - Right-Back,3,right,Toulouse,2023-06-30,2021-07-20,NINE Group,,Ligue1
2429,Warren Kamanzi,22,1.77,Norway Rwanda,1.0,1.0,Defender - Right-Back,26,right,Toulouse,2026-06-30,2023-01-02,Daniel Steinfeld,,Ligue1
2430,Stijn Spierings,27,1.88,Netherlands,4.0,4.0,midfield - Defensive Midfield,17,right,Toulouse,2023-06-30,2020-10-05,HCM Sports ...,,Ligue1
2431,Branco van den Boomen,27,1.88,Netherlands,9.0,9.0,midfield - Central Midfield,8,right,Toulouse,2023-06-30,2020-08-07,Forza Sports Group,,Ligue1
2432,Brecht Dejaegere,31,1.73,Belgium,1.8,4.0,midfield - Central Midfield,10,right,Toulouse,2023-06-30,2021-07-01,Football Solution ...,adidas,Ligue1
2433,Theocharis Tsingaras,22,1.75,Greece,1.8,1.8,midfield - Central Midfield,24,right,Toulouse,2023-06-30,2022-09-01,SPORTS ACTION,,Ligue1
2434,Vincent Sierro,27,1.85,Switzerland,1.2,3.0,midfield - Central Midfield,13,right,Toulouse,2026-06-30,2023-01-23,Gold Kick SA,,Ligue1
2435,Denis Genreau,23,1.75,Australia France,1.2,1.2,midfield - Attacking Midfield,5,right,Toulouse,2025-06-30,2021-08-02,Kemari,,Ligue1
2436,Farès Chaïbi,20,1.83,Algeria France,10.0,10.0,Attack - Left Winger,28,right,Toulouse,2025-06-30,2022-07-01,Jamal Saad,,Ligue1
2437,Veljko Birmancevic,25,1.79,Serbia,3.5,4.0,Attack - Left Winger,19,both,Toulouse,2026-06-30,2022-09-01,INTERNATIONAL ...,,Ligue1
2438,Rafael Ratão,27,1.83,Brazil,2.5,2.5,Attack - Left Winger,21,right,Toulouse,2024-06-30,2021-08-31,LEFT Sports,,Ligue1
2439,Zakaria Aboukhlal,23,1.79,Morocco Netherlands,7.0,7.0,Attack - Right Winger,6,both,Toulouse,2026-06-30,2022-07-01,Panthera Sports,,Ligue1
2440,Thijs Dallinga,22,1.9,Netherlands,7.0,7.0,Attack - Centre-Forward,27,right,Toulouse,2026-06-30,2022-07-01,V4S,,Ligue1
2441,Rhys Healey,28,1.8,England,3.0,3.0,Attack - Centre-Forward,9,right,Toulouse,2023-06-30,2020-08-27,Unique Sports Group,,Ligue1
2442,Ado Onaiwu,27,1.8,Japan,1.5,1.5,Attack - Centre-Forward,7,right,Toulouse,2024-06-30,2021-07-20,R4SE,Nike,Ligue1
2443,Saïd Hamulic,22,1.88,Bosnia-Herzegovina Netherlands,1.5,1.5,Attack - Centre-Forward,29,right,Toulouse,2027-06-30,2023-01-24,RSport Agency,,Ligue1
2444,Gauthier Gallon,30,1.86,France,2.0,2.5,Goalkeeper,30,right,Troyes,2024-06-30,2019-07-01,Kemari,,Ligue1
2445,Mateusz Lis,26,1.92,Poland,1.0,1.1,Goalkeeper,1,right,Troyes,2023-06-30,2022-09-01,Fabryka Futbolu,,Ligue1
2446,Jessy Moulin,37,1.84,France,0.25,1.0,Goalkeeper,40,right,Troyes,2023-06-30,2021-07-19,,,Ligue1
2447,Jackson Porozo,22,1.92,Ecuador,3.5,3.5,Defender - Centre-Back,2,right,Troyes,2027-06-30,2022-07-01,Team of Future,,Ligue1
2448,Erik Palmer-Brown,26,1.86,U.S.A.,3.0,3.0,Defender - Centre-Back,4,right,Troyes,2024-06-30,2022-02-02,PROSPORT Management,,Ligue1
2449,Yoann Salmier,30,1.88,French Guiana France,2.0,2.0,Defender - Centre-Back,17,right,Troyes,2024-06-30,2019-07-01,W.Egal O.S.F.M.,,Ligue1
2450,Tanguy Zoukrou,20,1.89,France Cote d'Ivoire,0.3,0.4,Defender - Centre-Back,22,right,Troyes,2024-06-30,2022-07-01,TTMA,,Ligue1
2451,Adil Rami,37,1.91,France Morocco,0.3,14.0,Defender - Centre-Back,23,right,Troyes,2023-06-30,2021-08-24,JCRsport,Puma,Ligue1
2452,Eric N'Jo,18,1.87,France Cameroon,0.3,0.4,Defender - Centre-Back,37,,Troyes,2025-06-30,2022-07-01,,,Ligue1
2453,Yasser Larouci,22,1.76,France Algeria,3.5,3.5,Defender - Left-Back,39,left,Troyes,2026-06-30,2021-07-28,Tim Pole,,Ligue1
2454,Abdu Conté,25,1.83,Portugal Guinea-Bissau,2.5,3.0,Defender - Left-Back,12,,Troyes,2026-06-30,2022-01-12,IDOLOÁSIS,,Ligue1
2455,Thierno Baldé,20,1.82,France Guinea,4.0,4.0,Defender - Right-Back,18,right,Troyes,2027-06-30,2022-08-09,SRM,,Ligue1
2456,Andreas Bruus,24,1.83,Denmark,2.0,2.0,Defender - Right-Back,19,right,Troyes,2027-06-30,2022-07-18,Beckster Int.,,Ligue1
2457,Lucien Agoumé,21,1.85,France Cameroon,7.0,7.0,midfield - Defensive Midfield,8,right,Troyes,2023-06-30,2022-09-01,ND SPORTS MANAGEMENT,,Ligue1
2458,Rominigue Kouamé,26,1.77,Mali Cote d'Ivoire,5.0,5.0,midfield - Central Midfield,6,left,Troyes,2024-06-30,2021-07-01,ROGON,Puma,Ligue1
2459,Florian Tardieu,31,1.84,France,2.5,3.0,midfield - Central Midfield,10,right,Troyes,2024-06-30,2019-07-24,AGJ SP MGMT,,Ligue1
2460,Xavier Chavalerin,32,1.79,France,1.8,5.0,midfield - Central Midfield,24,left,Troyes,2024-06-30,2021-08-29,Relatives,,Ligue1
2461,Ante Palaversa,23,1.87,Croatia,0.8,5.0,midfield - Central Midfield,15,right,Troyes,2025-06-30,2022-08-31,Stars & Friends,,Ligue1
2462,Jeff Reine-Adélaïde,25,1.84,France Martinique,7.0,25.0,midfield - Attacking Midfield,14,right,Troyes,2023-06-30,2023-01-30,Concept Sport Agency,,Ligue1
2463,Alexis Tibidi,19,1.87,France Cameroon,2.5,2.5,Attack - Left Winger,25,right,Troyes,2027-06-30,2023-01-28,Power Soccer ...,,Ligue1
2464,Papa Ndiaga Yade,23,1.85,Senegal,1.8,3.0,Attack - Left Winger,26,left,Troyes,2023-06-30,2022-08-25,World Elites,,Ligue1
2465,Levi Lumeka,24,1.7,England DR Congo,0.25,0.7,Attack - Left Winger,44,right,Troyes,2024-06-30,2020-07-28,P&P Sport ...,,Ligue1
2466,Wilson Odobert,18,1.82,France,5.0,5.0,Attack - Right Winger,29,,Troyes,2027-06-30,2022-07-15,,adidas,Ligue1
2467,Rony Lopes,27,1.74,Portugal Brazil,4.0,28.0,Attack - Right Winger,11,left,Troyes,2023-06-30,2022-08-24,Beckster Int.,adidas,Ligue1
2468,Renaud Ripart,30,1.81,France,3.0,5.0,Attack - Right Winger,20,right,Troyes,2025-06-30,2021-07-15,E CASTAGNINO,,Ligue1
2469,Mama Baldé,27,1.76,Guinea-Bissau Portugal,8.0,8.0,Attack - Centre-Forward,7,right,Troyes,2025-06-30,2021-07-31,Relatives,adidas,Ligue1
2470,Iké Ugbo,24,1.84,Canada England,4.0,5.0,Attack - Centre-Forward,9,right,Troyes,2026-06-30,2022-08-04,FA Sport,,Ligue1
2471,Marco Bizot,32,1.93,Netherlands,4.0,7.0,Goalkeeper,40,right,Stade Brestois,2024-06-30,2021-08-04,FFP,,Ligue1
2472,Joaquín Blázquez,22,1.93,Argentina Italy,0.5,0.5,Goalkeeper,1,right,Stade Brestois,2023-06-30,2022-07-27,SP,,Ligue1
2473,Grégoire Coudert,24,1.88,France,0.2,0.2,Goalkeeper,30,left,Stade Brestois,2023-06-30,2021-07-05,,,Ligue1
2474,Brendan Chardonnet,28,1.84,France,5.0,5.0,Defender - Centre-Back,5,right,Stade Brestois,2025-06-30,2013-07-01,Kemari,,Ligue1
2475,Lilian Brassier,23,1.86,France Guadeloupe,4.0,4.0,Defender - Centre-Back,3,left,Stade Brestois,2025-06-30,2021-07-01,CAA Stellar,,Ligue1
2476,Achraf Dari,24,1.88,Morocco,2.5,2.5,Defender - Centre-Back,4,right,Stade Brestois,2026-06-30,2022-07-29,Amc sport paris,,Ligue1
2477,Christophe Hérelle,30,1.88,Martinique France,2.5,9.0,Defender - Centre-Back,23,right,Stade Brestois,2024-06-30,2020-08-11,,,Ligue1
2478,Jean-Kévin Duverne,25,1.84,France Haiti,4.0,4.0,Defender - Left-Back,2,right,Stade Brestois,2023-06-30,2019-09-02,Concept Sport Agency,adidas,Ligue1
2479,Bradley Locko,21,1.8,France Congo,3.0,3.5,Defender - Left-Back,28,left,Stade Brestois,2023-06-30,2023-01-31,Victor Aupetit,,Ligue1
2480,Kenny Lala,31,1.78,France Martinique,1.5,14.0,Defender - Right-Back,27,right,Stade Brestois,,2023-01-01,W.Egal O.S.F.M.,,Ligue1
2481,Noah Fadiga,23,1.87,Senegal Belgium,1.0,1.0,Defender - Right-Back,99,both,Stade Brestois,2026-06-30,2022-07-01,Zénon Melon,,Ligue1
2482,Pierre Lees-Melou,29,1.85,France,4.0,10.0,midfield - Defensive Midfield,20,right,Stade Brestois,2025-06-30,2022-07-23,Relatives,,Ligue1
2483,Haris Belkebla,29,1.77,Algeria France,3.0,4.0,midfield - Central Midfield,7,right,Stade Brestois,2023-06-30,2018-07-01,no agent,,Ligue1
2484,Mahdi Camara,24,1.78,France The Gambia,3.0,6.0,midfield - Central Midfield,45,right,Stade Brestois,2023-06-30,2022-08-26,TTMA,,Ligue1
2485,Hugo Magnetti,24,1.8,France,1.8,2.0,midfield - Central Midfield,8,right,Stade Brestois,2026-06-30,2018-07-01,USM GROUP,,Ligue1
2486,Félix Lemaréchal,19,1.8,France Cote d'Ivoire,0.7,0.7,midfield - Central Midfield,37,right,Stade Brestois,2023-06-30,2023-01-31,2SAgency,,Ligue1
2487,Romain Del Castillo,27,1.72,France Spain,3.0,6.0,midfield - Right Midfield,10,left,Stade Brestois,2024-06-30,2021-08-31,score agencies,,Ligue1
2488,Mathias Pereira Lage,26,1.8,France Portugal,2.5,3.5,midfield - Right Midfield,29,right,Stade Brestois,2025-06-30,2022-07-01,NexSt11,,Ligue1
2489,Franck Honorat,26,1.8,France,9.0,10.0,Attack - Right Winger,9,right,Stade Brestois,2025-06-30,2020-07-01,Gol International,,Ligue1
2490,Alberth Elis,27,1.85,Honduras,3.5,6.5,Attack - Right Winger,17,right,Stade Brestois,2023-06-30,2023-01-30,Futbol Consultants ...,,Ligue1
2491,Karamoko Dembélé,20,1.67,England Scotland,0.5,0.5,Attack - Right Winger,18,left,Stade Brestois,2026-06-30,2022-07-05,Relatives,,Ligue1
2492,Taïryk Arconte,19,1.81,France Guadeloupe,0.4,0.4,Attack - Right Winger,97,,Stade Brestois,2026-06-30,2022-09-01,,,Ligue1
2493,Steve Mounié,28,1.9,Benin France,6.0,10.0,Attack - Centre-Forward,15,right,Stade Brestois,2024-06-30,2020-09-09,Soccermax,,Ligue1
2494,Jérémy Le Douaron,25,1.89,France,3.0,3.0,Attack - Centre-Forward,22,left,Stade Brestois,2026-06-30,2020-07-01,Kemari,,Ligue1
2495,Loïc Rémy,36,1.85,France Martinique,0.15,19.0,Attack - Centre-Forward,14,right,Stade Brestois,2023-06-30,2023-02-01,Relatives,,Ligue1
2496,Paul Bernardoni,26,1.9,France,3.0,10.0,Goalkeeper,1,left,Angers SCO,2024-06-30,2020-07-01,,Uhlsport,Ligue1
2497,Yahia Fofana,22,1.94,France Cote d'Ivoire,2.5,2.5,Goalkeeper,30,right,Angers SCO,2026-06-30,2022-07-01,AIS SPORT SERVICE,,Ligue1
2498,Melvin Zinga,21,1.87,France Congo,0.1,0.1,Goalkeeper,16,left,Angers SCO,2023-06-30,2022-07-01,MY ELEVEN CONSULTING,,Ligue1
2499,Théo Borne,20,,France,0.1,0.1,Goalkeeper,40,right,Angers SCO,2023-06-30,2022-07-01,Tallas Sport ...,,Ligue1
2500,Cédric Hountondji,29,1.94,Benin France,3.0,3.0,Defender - Centre-Back,22,right,Angers SCO,2026-06-30,2022-07-18,One Team Management,,Ligue1
2501,Miha Blazic,30,1.85,Slovenia,2.0,2.0,Defender - Centre-Back,5,right,Angers SCO,2025-06-30,2022-07-01,FSB – ...,,Ligue1
2502,Ousmane Camara,20,1.97,France Mali,2.0,2.0,Defender - Centre-Back,29,right,Angers SCO,2026-06-30,2022-08-16,,,Ligue1
2503,Souleyman Doumbia,26,1.83,Cote d'Ivoire France,3.0,3.0,Defender - Left-Back,3,left,Angers SCO,2023-06-30,2020-07-08,Qigsports,Nike,Ligue1
2504,Faouzi Ghoulam,32,1.84,Algeria France,1.0,25.0,Defender - Left-Back,8,left,Angers SCO,2023-06-30,2023-01-31,Gestifute,Nike,Ligue1
2505,Ilyes Chetti,28,1.76,Algeria,0.5,0.75,Defender - Left-Back,31,left,Angers SCO,2026-06-30,2022-07-19,Pro Foot Consulting,,Ligue1
2506,Yan Valery,24,1.8,Tunisia France,2.5,7.0,Defender - Right-Back,94,right,Angers SCO,2026-06-30,2022-09-01,CAA Base Ltd,,Ligue1
2507,Halid Sabanovic,23,1.82,Bosnia-Herzegovina,0.8,0.8,Defender - Right-Back,4,right,Angers SCO,2025-06-30,2022-07-01,FENOMENOW,,Ligue1
2508,Abdoulaye Bamba,33,1.82,Cote d'Ivoire Italy,0.4,3.0,Defender - Right-Back,25,right,Angers SCO,2023-06-30,2017-01-01,AMS CONSULTING,,Ligue1
2509,Ali Kalla,25,1.72,France Cameroon,0.1,0.1,Defender - Right-Back,27,left,Angers SCO,2023-06-30,2022-07-01,,,Ligue1
2510,Batista Mendy,23,1.91,France Guinea-Bissau,3.0,3.0,midfield - Defensive Midfield,2,right,Angers SCO,2024-06-30,2021-07-19,Kelyxane Sport ...,,Ligue1
2511,Zinédine Ould Khaled,23,1.95,France Algeria,0.25,0.25,midfield - Defensive Midfield,12,right,Angers SCO,2025-06-30,2019-07-29,,,Ligue1
2512,Nabil Bentaleb,28,1.87,Algeria France,7.0,20.0,midfield - Central Midfield,6,left,Angers SCO,2025-06-30,2022-01-06,,,Ligue1
2513,Yassin Belkhdim,21,1.75,Morocco France,0.1,0.1,midfield - Central Midfield,14,right,Angers SCO,2025-06-30,2022-07-01,4 THE PLAYER ...,,Ligue1
2514,Pierrick Capelle,36,1.81,France,0.3,2.0,midfield - Left Midfield,15,left,Angers SCO,2023-06-30,2015-07-01,FS Management,,Ligue1
2515,Himad Abdelli,23,1.85,France Algeria,1.2,1.8,midfield - Attacking Midfield,10,left,Angers SCO,2026-06-30,2022-07-01,CNS,,Ligue1
2516,Waniss Taïbi,21,1.84,France Algeria,0.5,0.6,midfield - Attacking Midfield,26,both,Angers SCO,2025-06-30,2021-07-01,BS Group - BS Law,,Ligue1
2517,Farid El Melali,25,1.68,Algeria,0.7,2.0,Attack - Left Winger,28,both,Angers SCO,2023-06-30,2018-08-09,,,Ligue1
2518,Jason Mbock,23,1.79,France Cameroon,0.2,0.2,Attack - Left Winger,18,right,Angers SCO,2023-06-30,2022-07-01,,,Ligue1
2519,Abdallah Sima,21,1.88,Senegal,7.0,11.0,Attack - Right Winger,19,right,Angers SCO,2023-06-30,2022-07-13,PSM,,Ligue1
2520,Sada Thioub,27,1.79,Senegal France,1.5,5.5,Attack - Right Winger,92,right,Angers SCO,2023-06-30,2019-07-23,W.Egal O.S.F.M.,,Ligue1
2521,Ibrahima Niane,24,1.87,Senegal France,3.5,9.0,Attack - Centre-Forward,7,right,Angers SCO,2023-06-30,2023-01-31,World Elites,,Ligue1
2522,Adrien Hunou,29,1.79,France Poland,2.8,6.0,Attack - Centre-Forward,23,right,Angers SCO,2025-06-30,2022-07-01,,,Ligue1
2523,Amine Salama,22,1.92,France Morocco,1.8,1.8,Attack - Centre-Forward,11,right,Angers SCO,2026-06-30,2022-07-01,AIS SPORT SERVICE,,Ligue1
2524,Loïs Diony,30,1.83,France Martinique,1.0,6.0,Attack - Centre-Forward,9,right,Angers SCO,2023-06-30,2020-09-10,LB SPORT & ...,,Ligue1
2525,Ulrick Eneme-Ella,21,1.84,Gabon France,0.25,0.3,Attack - Centre-Forward,20,right,Angers SCO,2025-06-30,2022-07-01,Cracksman,,Ligue1
2526,Ionut Radu,25,1.88,Romania,3.5,15.0,Goalkeeper,1,right,AJ Auxerre,2023-06-30,2023-01-25,Oscar Damiani,,Other
2527,Donovan Léon,30,1.87,French Guiana France,0.6,1.2,Goalkeeper,16,right,AJ Auxerre,2025-06-30,2020-07-01,management 360,,Other
2528,Théo De Percin,22,1.85,Martinique France,0.15,0.2,Goalkeeper,40,right,AJ Auxerre,2024-06-30,2021-03-17,no agent,,Other
2529,Vincenzo Cozzella,21,1.9,Italy,0.1,0.15,Goalkeeper,37,,AJ Auxerre,,2023-01-18,,,Other
2530,Isaak Touré,20,2.06,France Cote d'Ivoire,5.0,5.0,Defender - Centre-Back,95,left,AJ Auxerre,2023-06-30,2023-01-03,ND SPORTS MANAGEMENT,,Other
2531,Jubal,29,1.9,Brazil,2.0,2.0,Defender - Centre-Back,4,right,AJ Auxerre,2025-06-30,2020-09-03,Elenko Sports Ltda.,,Other
2532,Théo Pellenard,29,1.82,France,1.2,2.0,Defender - Centre-Back,5,left,AJ Auxerre,2024-06-30,2021-07-01,CH Conseil et ...,,Other
2533,Julian Jeanvier,31,1.83,Guinea France,0.8,2.5,Defender - Centre-Back,27,right,AJ Auxerre,2023-06-30,2022-08-02,Carrierefoot,,Other
2534,Denys Bain,29,1.81,France Benin,0.8,2.5,Defender - Centre-Back,32,both,AJ Auxerre,2023-06-30,2022-07-05,,,Other
2535,Gideon Mensah,24,1.78,Ghana,2.0,3.0,Defender - Left-Back,14,left,AJ Auxerre,2025-06-30,2022-08-13,HC,,Other
2536,Kenji-Van Boto,27,1.83,Madagascar France,0.5,1.5,Defender - Left-Back,24,left,AJ Auxerre,2024-06-30,2014-07-01,Wasserman,,Other
2537,Akim Zedadka,27,1.73,Algeria France,2.5,4.0,Defender - Right-Back,13,right,AJ Auxerre,2023-06-30,2022-12-09,LF360,,Other
2538,Elisha Owusu,25,1.82,Ghana France,2.5,7.5,midfield - Defensive Midfield,42,right,AJ Auxerre,2025-06-30,2023-01-16,MASALA FOOTBALL ...,,Other
2539,Birama Touré,30,1.83,Mali,1.5,2.0,midfield - Defensive Midfield,12,right,AJ Auxerre,2023-06-30,2017-07-17,Relatives,,Other
2540,Rayan Raveloson,26,1.83,Madagascar France,1.5,2.0,midfield - Defensive Midfield,97,right,AJ Auxerre,2025-06-30,2022-08-04,J.Gomes Avocat,,Other
2541,Ousoumane Camara,24,1.84,France,0.15,0.25,midfield - Defensive Midfield,8,right,AJ Auxerre,2024-06-30,2019-07-01,GRINTA,,Other
2542,Han-Noah Massengo,21,1.78,France Congo,4.0,8.0,midfield - Central Midfield,80,right,AJ Auxerre,2023-06-30,2023-01-30,Classico,Puma,Other
2543,Kays Ruiz-Atil,20,1.77,Morocco France,1.0,3.0,midfield - Central Midfield,18,right,AJ Auxerre,2025-06-30,2022-07-01,One Team Management,Puma,Other
2544,Gaëtan Perrin,26,1.69,France,1.2,1.3,midfield - Right Midfield,10,right,AJ Auxerre,2024-06-30,2021-07-01,USFA Management,,Other
2545,Hamza Sakhi,26,1.76,Morocco France,2.0,2.0,midfield - Attacking Midfield,22,right,AJ Auxerre,2025-06-30,2018-04-16,Wasserman,,Other
2546,Youssouf M'Changama,32,1.75,Comoros France,1.0,1.5,midfield - Attacking Midfield,6,right,AJ Auxerre,2024-06-30,2022-07-01,,,Other
2547,Mathias Autret,32,1.79,France Portugal,1.0,2.5,midfield - Attacking Midfield,29,right,AJ Auxerre,2023-06-30,2020-07-01,One Team Football,,Other
2548,Kévin Danois,18,,France Guadeloupe,0.1,0.1,midfield - Attacking Midfield,35,right,AJ Auxerre,2024-06-30,2022-07-01,,,Other
2549,Siriki Dembélé,26,1.73,Scotland Cote d'Ivoire,2.5,2.8,Attack - Left Winger,77,right,AJ Auxerre,2023-06-30,2023-01-31,Relatives,,Other
2550,Rémy Dugimont,36,1.82,France,0.3,0.9,Attack - Left Winger,21,right,AJ Auxerre,2023-06-30,2018-08-13,Kemari,Puma,Other
2551,Gauthier Hein,26,1.7,France,2.5,3.0,Attack - Right Winger,7,left,AJ Auxerre,2025-06-30,2020-07-01,,,Other
2552,Lassine Sinayoko,23,1.86,Mali France,1.2,1.5,Attack - Right Winger,17,right,AJ Auxerre,2025-06-30,2019-07-01,VV Consulting,,Other
2553,Matthis Abline,20,1.82,France,4.0,4.0,Attack - Centre-Forward,19,right,AJ Auxerre,2023-06-30,2023-01-02,Wasserman,,Other
2554,M'Baye Niang,28,1.88,Senegal France,3.0,15.0,Attack - Centre-Forward,11,right,AJ Auxerre,2024-06-30,2022-08-16,,Puma,Other
2555,Nuno Da Costa,32,1.82,Cape Verde France,1.0,5.0,Attack - Centre-Forward,9,right,AJ Auxerre,2024-06-30,2022-08-05,,,Other
2556,Ousmane Camara,21,,Guinea,0.1,0.1,Attack - Centre-Forward,28,,AJ Auxerre,2025-06-30,2022-07-01,Wasserman,,Other
2557,Mory Diaw,29,1.95,Senegal France,1.5,1.5,Goalkeeper,99,right,Clermont Foot,2024-06-30,2022-07-01,Alke Sports Group ...,Puma,Other
2558,Ouparine Djoco,25,1.88,France Senegal,0.6,1.8,Goalkeeper,40,left,Clermont Foot,2025-06-30,2018-07-01,MVP Sports ...,,Other
2559,Lucas Margueron,22,1.94,France,0.15,0.15,Goalkeeper,16,right,Clermont Foot,2023-06-30,2020-07-02,USFA Management,,Other
2560,Alidu Seidu,22,1.73,Ghana,5.0,5.0,Defender - Centre-Back,36,right,Clermont Foot,2027-06-30,2020-07-01,BLACKSKILL,,Other
2561,Mateusz Wieteska,26,1.87,Poland,3.0,3.0,Defender - Centre-Back,4,right,Clermont Foot,2026-06-30,2022-07-25,UNIDOS,,Other
2562,Maximiliano Caufriez,26,1.89,Belgium,1.8,1.8,Defender - Centre-Back,5,right,Clermont Foot,2023-06-30,2022-08-29,Gallea Gestion S.A,Puma,Other
2563,Cheick Oumar Konaté,19,1.73,Mali,1.0,1.0,Defender - Centre-Back,15,,Clermont Foot,2026-06-30,2023-02-01,BLACKSKILL,,Other
2564,Florent Ogier,34,1.83,France,0.5,0.8,Defender - Centre-Back,21,right,Clermont Foot,2024-06-30,2018-07-13,Kemari,,Other
2565,Souleymane Cissé,20,1.9,France Senegal,0.1,0.1,Defender - Centre-Back,13,,Clermont Foot,2023-06-30,2022-07-01,TEAM MANAGEMENT,,Other
2566,Neto Borges,26,1.85,Brazil,2.0,2.0,Defender - Left-Back,3,left,Clermont Foot,2024-06-30,2022-07-01,BSSM,,Other
2567,Baïla Diallo,21,1.76,Senegal France,0.25,0.4,Defender - Left-Back,31,left,Clermont Foot,2024-06-30,2021-01-22,,,Other
2568,Mehdi Zeffane,30,1.76,Algeria France,0.5,2.0,Defender - Right-Back,2,right,Clermont Foot,2024-06-30,2022-07-01,,,Other
2569,Oliver Kamdem,20,,France Cameroon,0.1,0.1,Defender - Right-Back,17,right,Clermont Foot,2023-06-30,2022-07-01,,,Other
2570,Yohann Magnin,25,1.83,France,2.0,2.0,midfield - Defensive Midfield,7,right,Clermont Foot,2025-06-30,2019-01-25,,,Other
2571,Maxime Gonalons,34,1.87,France,1.0,16.0,midfield - Defensive Midfield,12,right,Clermont Foot,2024-06-30,2022-07-01,Frederic Guerra ...,Nike,Other
2572,Johan Gastien,35,1.79,France,0.8,1.0,midfield - Defensive Midfield,25,right,Clermont Foot,2025-06-30,2018-07-01,Louis DENOLLE,,Other
2573,Yanis Massolin,20,1.97,France Martinique,0.1,0.1,midfield - Central Midfield,97,right,Clermont Foot,2025-06-30,2022-07-01,Sport Profile,,Other
2574,Jim Allevinah,28,1.72,Gabon France,2.0,2.5,midfield - Right Midfield,11,right,Clermont Foot,2024-06-30,2019-07-01,,,Other
2575,Muhammed Cham,22,1.8,Austria,5.0,5.0,midfield - Attacking Midfield,70,left,Clermont Foot,2026-06-30,2020-10-04,CAA Stellar,,Other
2576,Saîf-Eddine Khaoui,28,1.8,Tunisia France,1.5,5.0,midfield - Attacking Midfield,10,left,Clermont Foot,2023-06-30,2021-08-14,AMS CONSULTING,,Other
2577,Aïman Maurer,18,1.73,Morocco France,0.5,0.5,midfield - Attacking Midfield,22,right,Clermont Foot,2025-06-30,2023-02-01,,,Other
2578,Elbasan Rashani,30,1.81,Kosovo Norway,2.0,2.5,Attack - Left Winger,18,left,Clermont Foot,2025-06-30,2021-07-16,no agent,,Other
2579,Jérémie Bela,30,1.73,Angola France,1.8,3.0,Attack - Left Winger,91,right,Clermont Foot,2024-06-30,2022-08-02,AMS CONSULTING,,Other
2580,Komnen Andric,27,1.89,Serbia,2.0,2.0,Attack - Centre-Forward,9,right,Clermont Foot,2025-06-30,2022-07-15,Love Players,adidas,Other
2581,Grejohn Kyei,27,1.87,France Ghana,2.0,2.5,Attack - Centre-Forward,95,right,Clermont Foot,2024-06-30,2022-01-31,TTMA,,Other
2582,Benjamin Leroy,34,1.84,France,0.6,1.25,Goalkeeper,1,right,AC Ajaccio,2023-06-30,2018-07-01,NexSt11,,Other
2583,François-Joseph Sollacaro,29,1.82,France,0.3,0.3,Goalkeeper,16,right,AC Ajaccio,2024-06-30,2018-07-01,N.Agency,,Other
2584,Ghjuvanni Quilichini,20,1.82,France,0.2,0.2,Goalkeeper,30,,AC Ajaccio,2023-06-30,2021-07-01,,,Other
2585,Oumar Gonzalez,25,1.86,Cameroon France,2.5,2.5,Defender - Centre-Back,25,right,AC Ajaccio,2023-06-30,2021-07-01,N.Agency,,Other
